name,reg_no,cgpa
Norbert,REG092973,2.61
Lynda,REG092974,1.73
Imogene,REG092975,3.02
Lida,REG092976,4.15
Rolla,REG092977,2.31
Leola,REG092978,4.77
Wilbur,REG092979,4.15
Elder,REG092980,1.87
Antoinette,REG092981,4.77
Dillard,REG092982,2.22
Assunta,REG092983,1.87
Malinda,REG092984,3.82
Abe,REG092985,3.75
Ray,REG092986,3.96
Ollie,REG092987,6.03
Hassie,REG092988,2.12
Olie,REG092989,2.39
Waverly,REG092990,2.54
Namon,REG092991,1.73
Addie,REG092992,2.12
Josh,REG092993,3.21
Birtha,REG092994,2.84
Marcus,REG092995,3.67
Tinie,REG092996,2.00
Alford,REG092997,2.61
Stellar,REG092998,1.87
Edia,REG092999,1.87
Leland,REG093000,3.97
Santiago,REG093001,2.47
Lucie,REG093002,3.17
Lucile,REG093003,5.59
Marguerite,REG093004,4.30
Neoma,REG093005,3.10
Jose,REG093006,5.32
Clemmie,REG093007,3.55
Odette,REG093008,2.00
Ira,REG093009,2.73
Rodney,REG093010,2.89
Waldemar,REG093011,1.87
Isabella,REG093012,4.69
Fate,REG093013,1.73
Birdella,REG093014,2.00
Russell,REG093015,4.81
Harrold,REG093016,2.31
Pat,REG093017,2.93
Tina,REG093018,3.62
Fread,REG093019,1.87
Gene,REG093020,4.24
Cathryn,REG093021,1.73
Katy,REG093022,2.78
Clarinda,REG093023,2.22
Benjaman,REG093024,2.00
Celestine,REG093025,3.06
Mariam,REG093026,2.22
Virgle,REG093027,2.12
Telitha,REG093028,2.00
Herma,REG093029,2.22
Ova,REG093030,3.28
Salvatore,REG093031,2.98
Delsie,REG093032,1.73
Tommie,REG093033,2.12
Dudley,REG093034,3.42
Gloria,REG093035,1.87
Clarence,REG093036,1.73
Minor,REG093037,2.22
Hamilton,REG093038,2.54
Elizebeth,REG093039,2.73
Nora,REG093040,6.35
Odessie,REG093041,2.22
Oral,REG093042,2.00
Sarah,REG093043,7.09
Delphine,REG093044,3.31
Rosevelt,REG093045,3.37
Marjory,REG093046,2.89
Ruthie,REG093047,3.21
Cassie,REG093048,4.01
Jones,REG093049,2.54
Florida,REG093050,3.21
Howard,REG093051,1.87
Ephraim,REG093052,2.31
Wavie,REG093053,2.00
Manny,REG093054,2.00
Howell,REG093055,2.22
Soloman,REG093056,1.87
Ada,REG093057,1.73
Domingo,REG093058,3.06
Lou,REG093059,5.16
Raoul,REG093060,2.00
Sada,REG093061,2.31
Milford,REG093062,2.22
Fronia,REG093063,2.31
Christena,REG093064,3.02
Bernard,REG093065,5.27
Una,REG093066,3.06
Oney,REG093067,1.73
Lessie,REG093068,4.09
Zola,REG093069,3.73
Lutie,REG093070,2.61
Green,REG093071,3.24
Peggie,REG093072,2.12
Donia,REG093073,1.87
Angus,REG093074,2.39
Alberta,REG093075,6.20
Ephraim,REG093076,1.73
Myrtie,REG093077,3.94
Parthenia,REG093078,2.00
Albert,REG093079,2.31
Janet,REG093080,3.89
Timothy,REG093081,4.26
Mallie,REG093082,1.73
Thursa,REG093083,2.31
Evangeline,REG093084,3.60
Gottlieb,REG093085,1.73
Wilbert,REG093086,3.24
Emmaline,REG093087,2.00
Hermon,REG093088,2.31
Hayden,REG093089,2.22
Meta,REG093090,4.29
Bell,REG093091,3.69
Judson,REG093092,3.71
Andrew,REG093093,6.74
Mannie,REG093094,2.00
Esperanza,REG093095,2.47
Beth,REG093096,3.06
Melda,REG093097,3.02
Leola,REG093098,5.68
Bee,REG093099,2.39
Mellie,REG093100,3.34
Morris,REG093101,5.36
Webb,REG093102,2.47
William,REG093103,3.45
Dennie,REG093104,1.87
Edna,REG093105,1.73
Nan,REG093106,3.60
Dick,REG093107,3.31
Clem,REG093108,3.60
Isidore,REG093109,2.61
Jordan,REG093110,1.87
Ralph,REG093111,5.82
Janice,REG093112,3.58
Dessa,REG093113,2.00
Vonda,REG093114,1.73
Gustav,REG093115,2.89
Waymon,REG093116,1.87
Herminia,REG093117,2.12
Ellie,REG093118,3.81
Clemence,REG093119,2.00
Pedro,REG093120,3.37
Mannie,REG093121,2.22
Harvey,REG093122,5.47
Evadne,REG093123,1.73
Art,REG093124,2.00
Eulalia,REG093125,3.55
Lera,REG093126,2.54
Orvetta,REG093127,1.73
Vergie,REG093128,3.28
Ola,REG093129,4.67
Alonza,REG093130,2.31
Jim,REG093131,5.36
Edmund,REG093132,4.46
Nezzie,REG093133,2.12
Henry,REG093134,3.02
Amma,REG093135,2.00
Odis,REG093136,3.17
Candis,REG093137,1.73
Pairlee,REG093138,2.12
Eupha,REG093139,1.87
Loise,REG093140,2.12
Waldemar,REG093141,1.73
Alonza,REG093142,2.39
Orange,REG093143,2.00
Eustace,REG093144,1.73
Linwood,REG093145,2.78
Tyler,REG093146,1.73
Mont,REG093147,2.12
Lida,REG093148,4.01
Leda,REG093149,1.73
Roberta,REG093150,4.30
Drucilla,REG093151,2.73
Matt,REG093152,3.21
Steve,REG093153,5.30
Cherry,REG093154,2.12
Donnie,REG093155,3.21
Elliot,REG093156,1.87
Reynold,REG093157,2.54
Katherine,REG093158,7.25
Guy,REG093159,5.08
Gertrude,REG093160,2.00
Bess,REG093161,4.39
Elmire,REG093162,1.73
Allie,REG093163,5.33
Victoria,REG093164,5.21
Claudia,REG093165,4.06
Nathaniel,REG093166,4.83
Ethie,REG093167,1.87
Gracie,REG093168,4.97
Amalie,REG093169,2.00
John,REG093170,3.58
Elida,REG093171,2.00
Clive,REG093172,1.73
Marita,REG093173,2.39
Loree,REG093174,2.22
Lona,REG093175,4.13
Maxine,REG093176,1.87
Lupe,REG093177,1.87
Evangeline,REG093178,2.00
Iva,REG093179,5.76
Fred,REG093180,2.67
Hettie,REG093181,4.65
Santa,REG093182,3.17
Vena,REG093183,3.48
Denzil,REG093184,1.73
Levy,REG093185,2.89
Elvera,REG093186,3.34
Manuel,REG093187,5.20
Watson,REG093188,2.47
Marvin,REG093189,4.15
Lorna,REG093190,3.17
Harrie,REG093191,2.31
Eber,REG093192,1.87
Hjalmer,REG093193,1.87
Ermine,REG093194,2.00
Delsie,REG093195,2.31
Betty,REG093196,2.00
Elisha,REG093197,2.67
Seymour,REG093198,2.47
Joy,REG093199,1.87
Agness,REG093200,2.12
Margaret,REG093201,8.05
Renee,REG093202,2.78
Lacy,REG093203,2.73
Swannie,REG093204,1.73
Etta,REG093205,5.89
Lane,REG093206,1.73
Geoffrey,REG093207,1.73
Dayton,REG093208,2.31
Venia,REG093209,1.87
Miranda,REG093210,2.00
Washington,REG093211,2.12
Vina,REG093212,3.86
Stuart,REG093213,2.93
Mark,REG093214,4.39
Romain,REG093215,1.73
Mathilda,REG093216,4.28
Amie,REG093217,2.54
Joe,REG093218,6.43
Juluis,REG093219,1.73
Margrett,REG093220,1.87
Arlean,REG093221,2.12
Averil,REG093222,2.12
Zilpha,REG093223,2.54
Myrtice,REG093224,2.12
Danial,REG093225,2.00
Roger,REG093226,4.11
Elisha,REG093227,3.45
Alliene,REG093228,1.73
Edward,REG093229,2.54
Helen,REG093230,2.73
Nona,REG093231,4.41
Pearline,REG093232,3.45
Damie,REG093233,1.73
Elenor,REG093234,2.22
Ragna,REG093235,1.87
Alma,REG093236,7.12
Cleveland,REG093237,4.27
Will,REG093238,6.12
Aida,REG093239,2.22
Gerda,REG093240,2.39
Hezekiah,REG093241,2.73
Cyntha,REG093242,1.87
Elna,REG093243,2.54
Byrd,REG093244,2.31
Bertie,REG093245,2.12
Lafayette,REG093246,2.78
Ed,REG093247,4.97
Lucien,REG093248,2.54
Willia,REG093249,2.00
Drew,REG093250,2.39
Andy,REG093251,3.71
Walburga,REG093252,1.73
Juliet,REG093253,2.39
Angus,REG093254,2.98
Julian,REG093255,4.21
Rena,REG093256,5.13
Romie,REG093257,1.73
Phyllis,REG093258,3.89
Manuela,REG093259,2.12
Wayne,REG093260,3.31
Bella,REG093261,2.54
Earlie,REG093262,2.31
Clotilde,REG093263,2.12
Alleen,REG093264,2.98
Dick,REG093265,3.48
Verda,REG093266,4.22
Celestia,REG093267,1.87
Vernia,REG093268,1.87
Anastasia,REG093269,2.39
Herman,REG093270,5.76
Miranda,REG093271,2.22
Grover,REG093272,4.16
Adella,REG093273,3.34
Zelma,REG093274,2.84
Lola,REG093275,5.61
Dayton,REG093276,2.54
Pheobe,REG093277,2.22
Matie,REG093278,1.87
Tim,REG093279,2.12
Madeline,REG093280,6.21
Agatha,REG093281,3.71
Isadora,REG093282,2.67
Beadie,REG093283,2.22
Mat,REG093284,1.87
Elton,REG093285,2.78
Ras,REG093286,1.73
Magdalen,REG093287,3.24
Masao,REG093288,1.73
Lou,REG093289,2.67
Justin,REG093290,1.87
Pearly,REG093291,1.73
Isac,REG093292,1.73
Preston,REG093293,3.99
Nathalie,REG093294,3.50
Alda,REG093295,2.89
Izetta,REG093296,3.02
Lupe,REG093297,1.73
Kathern,REG093298,2.84
Dicie,REG093299,2.61
Belton,REG093300,2.00
Berry,REG093301,2.73
Finis,REG093302,2.12
Ewing,REG093303,2.22
Marshall,REG093304,4.53
Juliet,REG093305,3.42
Exa,REG093306,1.87
Lloyd,REG093307,4.63
Gustaf,REG093308,2.00
Elfie,REG093309,2.47
Nelia,REG093310,1.87
Nettie,REG093311,6.15
Alwilda,REG093312,1.73
Dottie,REG093313,3.28
Bobbie,REG093314,1.87
Alvena,REG093315,2.89
Leata,REG093316,1.73
Ovila,REG093317,2.00
Bella,REG093318,3.86
Esma,REG093319,2.00
Revis,REG093320,1.73
Constance,REG093321,3.50
Carlo,REG093322,2.61
Zebedee,REG093323,2.00
Edmund,REG093324,4.39
Timothy,REG093325,4.01
Pennie,REG093326,2.84
Elie,REG093327,1.73
Edd,REG093328,3.99
Mandy,REG093329,3.89
Eddie,REG093330,5.48
Nanie,REG093331,2.39
Garnet,REG093332,2.47
Manson,REG093333,2.12
Wyatt,REG093334,2.54
Vernia,REG093335,2.84
Halsey,REG093336,1.73
Delta,REG093337,2.22
Lurlene,REG093338,2.12
Rushia,REG093339,1.73
Lorin,REG093340,1.87
Icie,REG093341,3.14
Etna,REG093342,2.12
Noble,REG093343,3.40
Willetta,REG093344,1.87
Elbert,REG093345,4.37
Oneal,REG093346,2.12
Ludwig,REG093347,2.22
Chloie,REG093348,2.22
Veta,REG093349,2.31
Winona,REG093350,2.61
Gottlieb,REG093351,1.73
Petra,REG093352,3.10
Bernie,REG093353,2.00
Domenic,REG093354,3.06
Cleotilde,REG093355,1.87
Maye,REG093356,3.17
Richard,REG093357,6.18
Sim,REG093358,2.61
Philip,REG093359,1.87
Carmela,REG093360,2.67
Dexter,REG093361,1.73
Gene,REG093362,2.47
Dolphus,REG093363,2.61
Edgar,REG093364,5.53
Myron,REG093365,3.40
Raymond,REG093366,6.07
Lesley,REG093367,1.73
Rudolph,REG093368,3.99
Evert,REG093369,2.00
Roma,REG093370,3.17
Fred,REG093371,2.22
Elza,REG093372,2.47
Earl,REG093373,6.06
Eugenia,REG093374,3.58
Mitchel,REG093375,1.87
Bertrand,REG093376,2.00
Buford,REG093377,2.31
Esta,REG093378,3.89
Evalena,REG093379,2.00
Robert,REG093380,2.84
Mellie,REG093381,3.34
Wayman,REG093382,1.73
Katherine,REG093383,5.99
Leva,REG093384,2.39
Pennie,REG093385,1.87
Helyn,REG093386,2.84
Amos,REG093387,4.94
Sheldon,REG093388,2.22
Olivia,REG093389,4.85
Sussie,REG093390,2.00
Marceline,REG093391,2.67
Virgina,REG093392,1.87
Ellan,REG093393,1.87
Neta,REG093394,3.17
Noelie,REG093395,2.12
Peter,REG093396,6.03
Eleonore,REG093397,1.87
Odie,REG093398,2.39
Bular,REG093399,1.73
Hamp,REG093400,2.54
Edythe,REG093401,4.84
Nicolas,REG093402,2.22
Luberta,REG093403,2.54
Kenneth,REG093404,3.45
Lora,REG093405,2.00
Evelena,REG093406,2.00
Alvia,REG093407,2.00
Claribel,REG093408,2.61
Lenore,REG093409,4.56
Era,REG093410,4.31
Amelia,REG093411,5.70
Adela,REG093412,3.06
Marcellus,REG093413,2.22
Newell,REG093414,1.87
Eunice,REG093415,5.27
Gussie,REG093416,4.93
Corrine,REG093417,3.42
Cathryn,REG093418,3.06
Polly,REG093419,3.99
Bette,REG093420,2.73
Newman,REG093421,1.87
Odessa,REG093422,4.05
Henery,REG093423,2.47
Will,REG093424,2.12
Ora,REG093425,3.62
Newman,REG093426,2.22
Jennette,REG093427,2.47
Minnie,REG093428,7.45
Peggy,REG093429,3.81
Granville,REG093430,3.10
Dula,REG093431,1.73
Omer,REG093432,2.93
Ovie,REG093433,1.73
Iver,REG093434,1.87
James,REG093435,8.36
Tekla,REG093436,2.00
Evia,REG093437,2.31
Aubrey,REG093438,3.42
Lesta,REG093439,2.00
Norma,REG093440,5.53
Byrdie,REG093441,1.73
Tilda,REG093442,3.24
Beverly,REG093443,3.17
Edmonia,REG093444,2.00
Chin,REG093445,1.73
Guy,REG093446,5.34
Juliette,REG093447,2.39
Janet,REG093448,4.76
Flossie,REG093449,5.49
Wanda,REG093450,4.50
Lelia,REG093451,4.78
Ossie,REG093452,3.02
Sollie,REG093453,1.73
Timothy,REG093454,3.99
Gerard,REG093455,2.22
Roberta,REG093456,5.47
Ramon,REG093457,3.81
Johnsie,REG093458,2.78
Dagmar,REG093459,2.39
Ezra,REG093460,3.31
Lossie,REG093461,3.06
Enos,REG093462,2.78
Mason,REG093463,2.84
Holland,REG093464,2.61
Bryant,REG093465,2.31
Ardis,REG093466,2.84
Mannie,REG093467,2.00
Tiney,REG093468,1.73
Etha,REG093469,3.21
Clarinda,REG093470,2.22
Saima,REG093471,1.73
Laverne,REG093472,3.84
Mat,REG093473,2.00
Alyce,REG093474,3.45
Neil,REG093475,3.50
Leander,REG093476,2.73
Lennie,REG093477,1.87
Vinnie,REG093478,3.40
Ary,REG093479,2.00
Donald,REG093480,5.35
Forrest,REG093481,2.00
Anniebell,REG093482,1.73
Olympia,REG093483,2.22
Ted,REG093484,4.39
Loy,REG093485,2.47
Leonore,REG093486,1.87
Truman,REG093487,3.14
Zona,REG093488,3.34
Elnor,REG093489,1.73
Carra,REG093490,2.12
Maud,REG093491,5.83
Vera,REG093492,6.19
Verona,REG093493,1.73
Faye,REG093494,2.61
Hardy,REG093495,2.89
Arrilla,REG093496,1.87
Idabelle,REG093497,2.00
Felipe,REG093498,2.89
Watson,REG093499,2.47
Vallie,REG093500,4.08
Marylou,REG093501,2.22
Anner,REG093502,2.22
Eleanora,REG093503,2.22
Lum,REG093504,1.87
Myrtie,REG093505,4.05
Ednah,REG093506,1.73
Walter,REG093507,7.26
Cinderella,REG093508,2.00
Phillis,REG093509,2.12
Necie,REG093510,1.73
Mineola,REG093511,2.12
Imogene,REG093512,2.47
Unknown,REG093513,2.00
Cordie,REG093514,3.34
Margarete,REG093515,2.67
Pat,REG093516,2.39
Virge,REG093517,1.87
Elza,REG093518,2.89
Rodney,REG093519,3.21
Rosetta,REG093520,4.20
Unknown,REG093521,2.22
Kirby,REG093522,2.22
Ellen,REG093523,6.38
Margaret,REG093524,3.31
Delvina,REG093525,1.73
Sigurd,REG093526,1.73
Alf,REG093527,2.31
Penelope,REG093528,1.87
Nellie,REG093529,7.09
Vernon,REG093530,5.00
Israel,REG093531,3.31
Magdalene,REG093532,2.31
Clifford,REG093533,2.12
Sister,REG093534,2.47
Carolyn,REG093535,4.17
Lelar,REG093536,2.00
Maymie,REG093537,2.39
Missouri,REG093538,3.10
Jabez,REG093539,1.73
Katrina,REG093540,1.87
Lota,REG093541,2.93
Gail,REG093542,2.54
Althea,REG093543,2.89
Madeline,REG093544,6.60
Allan,REG093545,2.84
Mary,REG093546,8.54
Cleve,REG093547,2.54
Preston,REG093548,3.75
Thomas,REG093549,3.06
Alan,REG093550,2.31
Susie,REG093551,1.73
Littie,REG093552,2.22
Estefana,REG093553,1.87
Wayman,REG093554,2.22
Rozella,REG093555,1.73
Novella,REG093556,2.00
Ennis,REG093557,2.73
Dorcas,REG093558,3.10
Wesley,REG093559,5.01
Allie,REG093560,3.06
Naomi,REG093561,3.37
Natale,REG093562,1.87
Eathel,REG093563,2.54
Jeanetta,REG093564,1.73
Franklin,REG093565,4.53
Faustina,REG093566,1.87
Irvin,REG093567,4.17
Everlena,REG093568,2.39
Kate,REG093569,5.02
Lorenza,REG093570,1.87
Alvah,REG093571,2.22
Lenna,REG093572,2.61
Verna,REG093573,6.20
Stefan,REG093574,2.00
Bishop,REG093575,2.39
Ottie,REG093576,1.73
Aleta,REG093577,1.87
Tomie,REG093578,2.00
Julia,REG093579,2.00
Caroline,REG093580,5.55
Wilburn,REG093581,3.31
Odessa,REG093582,3.86
Samuel,REG093583,1.73
Loyd,REG093584,3.60
Savannah,REG093585,3.40
Macel,REG093586,1.73
Susanna,REG093587,3.37
Floyd,REG093588,2.47
Frank,REG093589,7.79
Lionel,REG093590,2.78
Orene,REG093591,2.54
Elvin,REG093592,3.86
Belle,REG093593,5.40
Augustus,REG093594,4.09
Rosemary,REG093595,4.31
Antone,REG093596,2.54
Willetta,REG093597,2.84
Rowena,REG093598,2.84
Lilia,REG093599,2.39
Mildred,REG093600,3.21
Elia,REG093601,1.73
Roselia,REG093602,1.87
Charles,REG093603,7.90
Dona,REG093604,3.34
Lillie,REG093605,2.00
Holmes,REG093606,1.87
Paul,REG093607,6.54
Pedro,REG093608,3.48
Mariam,REG093609,2.98
Roxana,REG093610,1.73
Oren,REG093611,3.75
Savilla,REG093612,2.22
Coley,REG093613,1.73
Margaretta,REG093614,3.06
Dova,REG093615,1.87
Amber,REG093616,3.28
Edra,REG093617,3.06
Romaine,REG093618,2.22
Violet,REG093619,4.37
Boston,REG093620,1.73
Baxter,REG093621,2.31
Tinie,REG093622,1.73
Elvin,REG093623,3.02
Thula,REG093624,1.87
Lillar,REG093625,2.00
Jeremiah,REG093626,2.98
Ina,REG093627,5.44
Diana,REG093628,2.54
Sampson,REG093629,2.31
Pinky,REG093630,1.73
Geraldine,REG093631,3.89
Wretha,REG093632,1.73
Shirley,REG093633,3.40
Ralph,REG093634,1.73
Ivie,REG093635,2.12
Laura,REG093636,1.73
Ossie,REG093637,1.87
Arnetta,REG093638,1.87
Kaye,REG093639,1.87
Lars,REG093640,2.12
Elinor,REG093641,2.73
Berkley,REG093642,2.00
Vina,REG093643,3.75
Tessa,REG093644,1.87
Earnestine,REG093645,2.12
Addison,REG093646,2.89
Haywood,REG093647,2.98
Ferna,REG093648,1.73
Sol,REG093649,3.21
Lillion,REG093650,1.73
Hilliard,REG093651,2.54
Birdell,REG093652,2.22
Jacqueline,REG093653,3.79
Lelah,REG093654,2.67
Hampton,REG093655,2.00
Sina,REG093656,2.73
Wilber,REG093657,2.39
Georgine,REG093658,1.73
Carlota,REG093659,2.73
Carlota,REG093660,2.22
Ceola,REG093661,2.89
Baxter,REG093662,2.12
Dola,REG093663,3.10
Dan,REG093664,5.05
Ova,REG093665,2.12
Ewell,REG093666,2.54
Dena,REG093667,3.24
Nicolasa,REG093668,1.73
Victor,REG093669,5.56
Nolen,REG093670,1.73
Trixie,REG093671,2.31
Frederick,REG093672,5.73
Glover,REG093673,1.73
Vena,REG093674,2.93
Lucia,REG093675,2.93
Angela,REG093676,3.10
Ina,REG093677,5.18
Gaston,REG093678,1.87
Lambert,REG093679,2.12
Dona,REG093680,3.81
Otto,REG093681,5.41
Ophelia,REG093682,4.27
Bulah,REG093683,3.28
Audie,REG093684,3.14
Cleve,REG093685,3.02
Nova,REG093686,3.86
Doris,REG093687,4.72
Lew,REG093688,2.78
Savannah,REG093689,3.42
Haskell,REG093690,3.02
Cathern,REG093691,1.73
Erna,REG093692,4.42
Cyrus,REG093693,3.14
Isadore,REG093694,2.67
Rosario,REG093695,1.73
Katie,REG093696,5.98
Nels,REG093697,2.39
Abby,REG093698,2.00
Pinkie,REG093699,3.37
Toney,REG093700,2.89
Pleas,REG093701,1.73
Verl,REG093702,1.87
Dessa,REG093703,1.87
Rolland,REG093704,2.00
Walter,REG093705,2.47
Tisha,REG093706,1.73
Ephram,REG093707,1.87
Linzie,REG093708,2.12
Lauretta,REG093709,4.27
Leafy,REG093710,2.00
Florine,REG093711,3.91
Rosa,REG093712,1.73
Vivian,REG093713,2.54
Katie,REG093714,5.67
Barney,REG093715,4.01
Wheeler,REG093716,1.73
Aime,REG093717,2.12
Pennie,REG093718,2.39
Vester,REG093719,2.31
Marietta,REG093720,4.02
Judith,REG093721,3.53
Audrey,REG093722,6.04
Dula,REG093723,1.87
Iona,REG093724,4.32
Chlora,REG093725,1.87
Mabell,REG093726,2.47
Obie,REG093727,2.00
Dennie,REG093728,1.73
Christian,REG093729,3.88
Theo,REG093730,2.39
Manley,REG093731,2.12
Anson,REG093732,2.22
Albertina,REG093733,2.67
Isiah,REG093734,3.75
Cleva,REG093735,2.12
Ross,REG093736,4.18
Abby,REG093737,2.39
Sada,REG093738,2.47
Ardie,REG093739,1.87
Weldon,REG093740,2.39
Lempi,REG093741,2.31
Ellsworth,REG093742,3.50
Trinidad,REG093743,2.39
Beuna,REG093744,2.00
Van,REG093745,3.42
Cecil,REG093746,5.69
Rita,REG093747,3.24
Lima,REG093748,2.31
Dove,REG093749,2.12
Renee,REG093750,1.73
Zora,REG093751,3.96
Rose,REG093752,7.46
Shellie,REG093753,1.73
Texie,REG093754,2.00
Alva,REG093755,3.97
Arlena,REG093756,1.73
Ada,REG093757,1.87
Merton,REG093758,1.87
Don,REG093759,3.75
Ivey,REG093760,2.47
Lealer,REG093761,1.87
Freeda,REG093762,3.10
Emmit,REG093763,2.12
Ewing,REG093764,2.00
Lily,REG093765,4.01
Elfie,REG093766,1.73
Olene,REG093767,2.61
Arlie,REG093768,2.73
Beula,REG093769,2.00
Ruby,REG093770,5.40
Lethia,REG093771,1.73
Mada,REG093772,2.12
Nena,REG093773,2.47
Marshall,REG093774,4.36
Orion,REG093775,2.54
Zollie,REG093776,1.73
Luvena,REG093777,1.73
Olivette,REG093778,2.22
Beth,REG093779,3.77
Charlotte,REG093780,6.17
Lyle,REG093781,3.62
Barry,REG093782,1.87
Aleatha,REG093783,1.87
Quincy,REG093784,2.73
Anna,REG093785,8.31
Salina,REG093786,1.87
Celina,REG093787,2.31
Philomene,REG093788,1.87
Dewitt,REG093789,2.89
Dema,REG093790,1.73
Macey,REG093791,1.73
Rosella,REG093792,2.47
Elroy,REG093793,2.12
Dolph,REG093794,1.73
Sarrah,REG093795,2.00
Santa,REG093796,1.73
Hazle,REG093797,2.84
Jay,REG093798,4.26
Morgan,REG093799,2.78
Neola,REG093800,2.54
Dorsey,REG093801,2.61
Lucy,REG093802,6.78
Minnie,REG093803,7.35
Denzil,REG093804,2.12
Marinda,REG093805,1.87
Tennie,REG093806,3.40
Manda,REG093807,2.84
Ragna,REG093808,1.87
Letha,REG093809,4.40
Meta,REG093810,4.26
Rilda,REG093811,1.73
Henry,REG093812,2.98
Murray,REG093813,1.73
Vernon,REG093814,4.12
Vergil,REG093815,1.73
Donia,REG093816,1.87
Dellar,REG093817,2.39
Florine,REG093818,3.93
Kathleen,REG093819,6.64
Cuba,REG093820,2.12
Jean,REG093821,5.91
Wayne,REG093822,4.29
Blair,REG093823,1.73
Ransom,REG093824,2.54
Ara,REG093825,3.14
Wilberta,REG093826,1.87
Jane,REG093827,5.73
Lucretia,REG093828,3.48
Minnie,REG093829,7.40
Preston,REG093830,3.67
Volney,REG093831,1.73
Fonnie,REG093832,2.12
Bernardine,REG093833,2.89
Estell,REG093834,3.84
Lovina,REG093835,2.00
Myrle,REG093836,3.34
Nathan,REG093837,5.64
Spurgeon,REG093838,2.12
Arrie,REG093839,2.89
Yolanda,REG093840,4.28
Capitola,REG093841,1.87
Reba,REG093842,3.28
Steven,REG093843,2.78
Admiral,REG093844,1.73
Ellsworth,REG093845,3.67
Murray,REG093846,4.33
Mercedes,REG093847,3.67
Cannie,REG093848,2.00
Carmine,REG093849,3.06
Governor,REG093850,1.87
Annabell,REG093851,2.78
Isobel,REG093852,2.89
Catarina,REG093853,2.00
Otto,REG093854,4.95
Jefferson,REG093855,3.55
Evie,REG093856,4.22
Erving,REG093857,1.87
Sabina,REG093858,1.87
Dena,REG093859,3.69
Madalene,REG093860,2.00
Alda,REG093861,3.99
Lyle,REG093862,2.47
Edna,REG093863,2.39
Anna,REG093864,3.34
Melda,REG093865,1.73
Maryalice,REG093866,1.73
Vessie,REG093867,2.31
Fred,REG093868,2.61
Nannette,REG093869,1.73
Frances,REG093870,2.78
Alvin,REG093871,5.02
Angeline,REG093872,5.06
Hertha,REG093873,2.31
Commodore,REG093874,2.00
Bob,REG093875,4.05
Lovey,REG093876,1.73
Jewell,REG093877,3.17
Dalton,REG093878,2.12
Horatio,REG093879,1.73
Cinda,REG093880,2.12
Clare,REG093881,3.34
Dixie,REG093882,3.69
Blanche,REG093883,2.00
Elisha,REG093884,3.28
Gust,REG093885,2.67
Leitha,REG093886,1.87
Elinor,REG093887,3.06
Judson,REG093888,3.40
Noel,REG093889,3.73
Wilhelmina,REG093890,4.20
Ova,REG093891,2.84
Carlyle,REG093892,2.39
Minna,REG093893,3.75
Gerard,REG093894,3.37
Avie,REG093895,2.84
Adelard,REG093896,2.73
Florrie,REG093897,3.06
Ardelle,REG093898,1.73
Norton,REG093899,1.73
Lenord,REG093900,1.87
Audrey,REG093901,2.31
Edith,REG093902,7.31
Arizona,REG093903,2.31
Chin,REG093904,1.73
Jule,REG093905,2.00
Zula,REG093906,4.22
Vernard,REG093907,1.87
Vincent,REG093908,5.07
Jules,REG093909,2.73
Paula,REG093910,3.58
Aletha,REG093911,2.93
Tabitha,REG093912,1.73
Roma,REG093913,2.54
Elsworth,REG093914,1.73
Reginald,REG093915,3.06
Aliene,REG093916,2.00
Angelina,REG093917,3.50
Merrill,REG093918,1.73
Iola,REG093919,2.98
Eston,REG093920,1.87
Agatha,REG093921,3.62
Miner,REG093922,1.73
Soledad,REG093923,1.87
Luellar,REG093924,1.73
Myrl,REG093925,1.73
Ava,REG093926,4.43
Carleton,REG093927,2.54
Gerald,REG093928,2.39
Cliffie,REG093929,1.73
Justine,REG093930,3.37
Lorain,REG093931,2.00
Chloie,REG093932,2.00
Leda,REG093933,2.00
Coleman,REG093934,2.47
Miriam,REG093935,3.89
Lonie,REG093936,2.61
Authur,REG093937,1.87
Serena,REG093938,2.67
Dorothy,REG093939,7.16
Arlean,REG093940,2.12
Prince,REG093941,3.17
Ida,REG093942,7.34
Arlie,REG093943,2.61
Alan,REG093944,3.24
Classie,REG093945,1.73
Pierce,REG093946,2.00
Osa,REG093947,2.54
Irwin,REG093948,3.31
Imo,REG093949,2.31
Bena,REG093950,2.22
Courtney,REG093951,2.00
Adella,REG093952,3.31
Rhea,REG093953,3.81
Omega,REG093954,2.39
Myra,REG093955,4.72
Odelia,REG093956,2.78
Richard,REG093957,6.69
Roena,REG093958,2.22
Birt,REG093959,2.00
Truman,REG093960,2.93
Ebb,REG093961,1.87
Winifred,REG093962,4.66
Ica,REG093963,1.87
Cleda,REG093964,2.73
Gatha,REG093965,1.87
Stephanie,REG093966,2.54
Alverta,REG093967,3.69
Dannie,REG093968,2.00
Nena,REG093969,2.31
Calvin,REG093970,4.68
Corina,REG093971,1.73
Jackson,REG093972,3.82
Lucius,REG093973,3.50
Madalene,REG093974,2.31
Lowell,REG093975,3.45
Erling,REG093976,1.73
Judy,REG093977,2.47
Gifford,REG093978,1.87
Fred,REG093979,2.61
Guadalupe,REG093980,1.87
Ethyle,REG093981,2.22
Lindsay,REG093982,1.73
Gena,REG093983,2.31
Lonzo,REG093984,2.98
Scott,REG093985,3.14
Hortense,REG093986,3.31
Vernon,REG093987,4.95
Katie,REG093988,5.99
Marion,REG093989,5.59
Ollie,REG093990,4.53
